neighborhood,sqft_living,area_unit,lot_size_sqft,bedrooms,bathrooms,floors,year_built,renovated,condition,grade,garage,basement,pool,school_score,sale_price
Old Mill District,655.0,sqft,1330.0,1,1.0,1.0,1952.0,Yes,5,9,N,Y,N,3.0,166100.0
Harbor Point,1375.0,sqft,3099.0,2,2.0,1.5,1927.0,Yes,3,10,Y,Y,N,7.0,391400.0
Maple Grove,1270.0,sqft,4573.0,2,1.0,1.0,2018.0,No,3,8,N,N,N,7.0,$208.1K
Sunridge,3500.0,sqft,7376.0,5,3.5,2.0,1986.0,No,2,10,Y,Y,N,6.0,$409.0K
Riverside Park,2090.0,sqft,5356.0,2,1.0,2.5,1938.0,Yes,5,4,Y,N,N,8.0,303700.0
Old Mill District,2336.0,sqft,4804.0,4,3.5,1.0,1983.0,No,5,9,N,Y,Y,6.0,$543.7K
Brookhaven,1007.0,sqft,2354.0,1,1.5,2.0,2015.0,No,2,7,Y,N,N,4.0,$213.6K
Sunridge,276.2,sqm,8629.0,4,2.0,2.0,2019.0,No,3,10,Y,N,N,6.0,402300.0
Maple Grove,500.0,sqft,874.0,1,1.0,2.0,1983.0,No,2,5,Y,Y,Y,10.0,$72.1K
Harbor Point,1911.0,sqft,3981.0,3,3.0,1.0,1953.0,Yes,2,4,Y,Y,N,7.0,$546.1K
Old Mill District,1977.0,sqft,3054.0,3,2.0,2.0,2018.0,No,3,10,Y,N,N,7.0,557700.0
Cedar Falls,500.0,sqft,1334.0,1,1.0,2.0,1983.0,No,5,9,Y,Y,N,4.0,$64.6K
Riverside Park,2384.0,sqft,,4,2.0,3.0,1922.0,No,4,8,Y,N,N,6.0,$304.8K
Harbor Point,2733.0,sqft,7284.0,4,4.0,1.0,1979.0,No,5,6,Y,Y,N,6.0,$786.9K
Riverside Park,2822.0,sqft,8618.0,4,3.5,1.5,2013.0,No,4,10,Y,N,N,5.0,$599.2K
Cedar Falls,1494.0,sqft,4810.0,2,1.0,2.0,1961.0,No,3,4,Y,Y,N,6.0,$176.8K
Cedar Falls,1563.0,sqft,3589.0,3,3.0,1.0,1994.0,Yes,4,9,Y,Y,Y,7.0,255400.0
Harbor Point,2645.0,sqft,8132.0,4,3.0,2.0,,No,3,3,N,N,N,7.0,724800.0
Maple Grove,1983.0,sqft,4668.0,3,3.0,1.0,2022.0,No,4,6,N,N,N,,$311.4K
Brookhaven,500.0,sqft,1644.0,2,1.5,1.0,1994.0,No,3,9,Y,Y,N,7.0,107500.0
Riverside Park,166.7,sqm,6482.0,2,2.0,1.5,2006.0,No,2,6,Y,N,N,7.0,$278.1K
Harbor Point,2084.0,sqft,4115.0,3,2.0,2.0,2013.0,No,4,9,Y,Y,N,8.0,591200.0
Cedar Falls,1983.0,sqft,7482.0,3,2.0,2.0,1942.0,No,3,4,Y,Y,N,3.0,183200.0
Northgate,193.0,sqm,4889.0,3,2.5,1.5,1925.0,No,1,4,Y,N,N,5.0,$159.0K
Maple Grove,1873.0,sqft,4906.0,2,2.5,2.0,1921.0,No,3,7,Y,N,N,8.0,$247.0K
Riverside Park,228.3,sqm,5200.0,5,4.0,2.0,1963.0,Yes,4,7,Y,N,N,5.0,$381.3K
Cedar Falls,199.2,sqm,7979.0,4,3.5,2.0,2004.0,No,4,4,Y,N,N,6.0,273900.0
Maple Grove,2531.0,sqft,4643.0,3,2.0,1.0,1963.0,Yes,3,10,N,Y,N,3.0,356400.0
Cedar Falls,1506.0,sqft,4765.0,2,1.5,1.0,1934.0,No,3,10,N,Y,N,9.0,$185.8K
Maple Grove,598.0,sqft,1498.0,1,1.5,2.0,1967.0,Yes,1,9,N,N,N,6.0,$81.7K
Maple Grove,750.0,sqft,2572.0,1,1.0,1.0,1970.0,No,4,5,Y,N,N,5.0,84000.0
Sunridge,170.4,sqm,4208.0,3,2.0,2.0,1996.0,No,4,8,Y,N,N,7.0,224300.0
Northgate,1386.0,sqft,2735.0,3,2.0,1.5,1935.0,Yes,4,3,N,N,N,8.0,$102.8K
Northgate,1950.0,sqft,3463.0,3,2.5,1.5,1931.0,No,5,6,Y,N,N,8.0,174700.0
Maple Grove,1973.0,sqft,3863.0,4,3.0,2.0,1979.0,Yes,3,6,Y,N,N,6.0,$328.8K
Old Mill District,2201.0,sqft,8393.0,4,3.0,1.5,1971.0,No,3,9,Y,Y,N,,582300.0
Northgate,1776.0,sqft,3236.0,3,3.0,3.0,1944.0,No,3,6,Y,Y,N,6.0,$125.4K
Cedar Falls,1636.0,sqft,4467.0,3,2.5,1.0,1949.0,No,5,6,N,N,N,8.0,$230.2K
Old Mill District,500.0,sqft,951.0,1,1.0,1.0,2018.0,No,4,8,N,Y,N,5.0,$143.6K
Old Mill District,1111.0,sqft,2589.0,2,1.0,2.5,2014.0,No,5,4,Y,N,N,4.0,307200.0
Riverside Park,1323.0,sqft,4467.0,3,2.0,2.0,1976.0,Yes,3,7,Y,N,N,6.0,188000.0
Maple Grove,220.5,sqm,3881.0,3,2.5,2.0,1953.0,No,2,4,N,N,N,6.0,$278.3K
Maple Grove,2517.0,sqft,6817.0,4,3.0,1.0,2006.0,No,1,9,Y,N,N,5.0,$394.7K
Sunridge,1448.0,sqft,4717.0,2,2.0,1.0,2011.0,No,5,3,N,Y,N,7.0,111200.0
Riverside Park,1654.0,sqft,2918.0,3,2.0,3.0,1987.0,No,1,7,Y,Y,N,8.0,311300.0
Brookhaven,1827.0,sqft,4492.0,4,3.0,3.0,1962.0,No,1,9,Y,N,N,9.0,$377.1K
Riverside Park,2750.0,sqft,9708.0,5,3.5,2.0,1990.0,No,5,10,N,Y,N,8.0,548500.0
Northgate,2752.0,sqft,9041.0,4,3.0,2.0,1966.0,Yes,3,4,N,Y,N,6.0,$235.4K
Old Mill District,2146.0,sqft,8327.0,4,3.0,1.0,1958.0,No,3,10,N,Y,N,7.0,516300.0
Northgate,1395.0,sqft,4079.0,2,2.5,2.0,2019.0,No,4,9,Y,N,N,3.0,134200.0
Maple Grove,928.0,sqft,2721.0,1,1.0,1.0,1965.0,No,4,3,Y,Y,N,7.0,$130.5K
Northgate,1913.0,sqft,7042.0,4,4.0,1.0,1960.0,No,4,10,N,N,N,8.0,$166.0K
Brookhaven,2004.0,sqft,7835.0,4,3.0,2.0,1921.0,No,5,10,N,N,N,5.0,$411.0K
Maple Grove,2352.0,sqft,8784.0,3,1.5,1.5,1949.0,No,2,10,Y,N,N,3.0,300300.0
Brookhaven,2075.0,sqft,7680.0,3,1.5,2.0,,Yes,4,4,Y,Y,N,9.0,520500.0
Maple Grove,1879.0,sqft,,2,1.5,1.0,1985.0,No,2,10,N,N,N,5.0,271600.0
Sunridge,1238.0,sqft,2230.0,1,1.0,1.0,2004.0,No,3,6,Y,N,N,5.0,$132.2K
Northgate,2792.0,sqft,5021.0,4,3.0,1.0,1958.0,No,3,8,Y,N,N,7.0,$211.4K
Harbor Point,716.0,sqft,,1,1.0,2.0,1953.0,No,4,5,Y,Y,N,5.0,$170.4K
Maple Grove,2221.0,sqft,2788.0,3,2.5,1.5,2017.0,No,3,6,Y,N,N,5.0,$389.7K
Maple Grove,115.5,sqm,2078.0,2,1.0,1.0,2022.0,No,5,9,N,Y,N,3.0,$147.9K
Cedar Falls,1301.0,sqft,3339.0,2,2.5,2.0,1930.0,No,2,8,N,N,N,7.0,139300.0
Harbor Point,1631.0,sqft,2363.0,2,2.0,1.0,1979.0,No,5,4,Y,N,N,,$464.6K
Harbor Point,2073.0,sqft,7786.0,4,3.5,3.0,1980.0,No,4,9,N,N,N,7.0,615400.0
Maple Grove,207.7,sqm,2819.0,3,2.0,1.5,2001.0,No,4,9,Y,N,N,,355900.0
Brookhaven,852.0,sqft,2281.0,1,1.0,1.0,2001.0,No,5,7,Y,Y,N,10.0,$198.5K
Old Mill District,145.5,sqm,5288.0,2,2.0,2.0,1968.0,Yes,4,9,Y,N,N,5.0,447500.0
Old Mill District,199.3,sqm,3765.0,4,3.0,2.0,1934.0,No,5,5,N,N,N,8.0,408300.0
Sunridge,165.1,sqm,3759.0,3,2.5,2.5,1958.0,No,4,3,Y,Y,N,6.0,140000.0
Brookhaven,1938.0,sqft,5319.0,2,1.0,1.0,1939.0,Yes,4,8,Y,N,N,6.0,318100.0
Maple Grove,1017.0,sqft,3077.0,2,1.5,3.0,1927.0,No,5,5,Y,N,N,,$104.8K
Maple Grove,2429.0,sqft,5293.0,4,3.0,2.0,2023.0,No,3,4,Y,Y,N,3.0,$464.9K
Brookhaven,2413.0,sqft,6008.0,4,3.5,2.0,1969.0,Yes,4,8,N,N,N,7.0,478200.0
Maple Grove,2037.0,sqft,7419.0,3,3.0,2.0,1980.0,Yes,4,5,Y,N,N,7.0,334600.0
Harbor Point,1800.0,sqft,3164.0,2,1.0,1.0,1963.0,No,2,7,Y,N,N,7.0,433900.0
Northgate,2204.0,sqft,8062.0,3,1.5,2.0,1923.0,Yes,4,10,Y,N,N,10.0,$172.8K
Sunridge,127.1,sqm,2691.0,1,1.0,1.0,1978.0,No,3,9,N,N,N,7.0,$142.9K
Northgate,1222.0,sqft,2404.0,3,2.0,3.0,2013.0,No,3,10,Y,Y,N,6.0,$154.4K
Northgate,1935.0,sqft,3360.0,4,3.0,2.0,1967.0,Yes,4,6,Y,N,N,4.0,163000.0
Harbor Point,1367.0,sqft,2069.0,2,2.0,2.5,1980.0,No,4,3,N,N,N,6.0,$337.9K
Maple Grove,238.0,sqm,7391.0,5,4.0,1.0,1939.0,No,4,3,Y,Y,N,6.0,$288.9K
Sunridge,1168.0,sqft,2877.0,2,1.0,2.0,1921.0,No,1,6,Y,N,N,6.0,$114.8K
Sunridge,1714.0,sqft,4093.0,3,2.5,1.0,1964.0,No,4,10,Y,N,Y,4.0,$195.9K
Harbor Point,1495.0,sqft,2671.0,1,1.5,1.0,1923.0,No,4,10,Y,N,N,10.0,$359.4K
Harbor Point,785.0,sqft,2454.0,2,1.5,1.0,1993.0,No,1,4,Y,Y,N,5.0,235300.0
Brookhaven,162.3,sqm,4491.0,2,1.5,1.0,1992.0,No,2,3,N,N,N,8.0,$376.5K
Brookhaven,2641.0,sqft,4437.0,5,4.0,2.5,1941.0,Yes,1,3,Y,N,N,7.0,$385.6K
Harbor Point,3117.0,sqft,7407.0,5,4.0,1.5,1987.0,No,3,7,Y,N,N,5.0,$756.4K
Brookhaven,1804.0,sqft,3369.0,3,2.5,2.0,1999.0,No,3,9,Y,Y,N,9.0,$438.1K
Maple Grove,1615.0,sqft,2894.0,3,3.0,2.0,1926.0,Yes,4,3,Y,N,N,8.0,207800.0
Riverside Park,1336.0,sqft,,1,1.0,1.0,1969.0,Yes,3,10,Y,Y,N,6.0,267900.0
Harbor Point,2510.0,sqft,8225.0,3,2.5,2.5,2003.0,No,4,9,Y,N,N,5.0,701600.0
Old Mill District,2489.0,sqft,8738.0,5,3.0,2.0,1921.0,No,2,9,Y,Y,N,4.0,558900.0
Maple Grove,2064.0,sqft,7138.0,4,2.5,1.0,1930.0,No,3,5,Y,Y,N,6.0,237300.0
Riverside Park,3048.0,sqft,3926.0,3,3.0,3.0,2018.0,No,4,9,Y,Y,N,7.0,694000.0
Harbor Point,1253.0,sqft,4471.0,2,1.0,1.0,1938.0,No,4,9,N,Y,N,7.0,$313.9K
Riverside Park,1716.0,sqft,6767.0,3,1.5,2.0,1974.0,No,5,7,N,,N,8.0,301100.0
Maple Grove,1836.0,sqft,5523.0,2,2.0,1.0,1938.0,No,1,10,Y,N,N,6.0,192400.0
Northgate,1135.0,sqft,2527.0,2,2.0,2.0,1985.0,No,2,5,N,Y,N,9.0,$101.2K
Sunridge,3413.0,sqft,10897.0,6,4.0,1.0,1979.0,No,3,6,Y,Y,N,4.0,$397.1K
Harbor Point,1185.0,sqft,2640.0,1,1.0,1.0,2010.0,Yes,5,7,Y,Y,N,8.0,439900.0
Sunridge,2312.0,sqft,3972.0,3,2.5,2.0,1978.0,Yes,4,8,Y,N,Y,5.0,302900.0
Sunridge,2185.0,sqft,4832.0,2,1.0,3.0,1954.0,No,1,5,N,N,N,9.0,$185.3K
Cedar Falls,163.6,sqm,2696.0,1,1.0,1.0,1985.0,Yes,4,6,Y,Y,N,6.0,$228.5K
Brookhaven,2020.0,sqft,2664.0,3,1.5,2.0,1935.0,No,4,9,N,N,Y,3.0,$304.1K
Old Mill District,1462.0,sqft,2993.0,2,1.5,3.0,1954.0,Yes,2,6,Y,Y,N,5.0,375300.0
Sunridge,1251.0,sqft,2600.0,2,1.5,1.0,2005.0,No,3,7,Y,Y,N,6.0,$142.9K
Harbor Point,1843.0,sqft,5008.0,3,3.0,2.0,1990.0,Yes,4,6,N,,N,5.0,580600.0
Harbor Point,135.4,sqm,2908.0,1,1.0,1.0,1956.0,No,5,10,N,Y,N,4.0,$358.1K
Maple Grove,2382.0,sqft,3331.0,3,3.0,1.0,1945.0,Yes,3,4,Y,Y,N,6.0,$264.3K
Northgate,1168.0,sqft,2443.0,2,2.0,2.0,2021.0,No,2,7,N,N,N,5.0,119100.0
Old Mill District,232.9,sqm,9581.0,3,2.0,1.5,,No,2,7,Y,N,N,10.0,$629.5K
Harbor Point,2175.0,sqft,7540.0,4,4.0,2.0,1974.0,No,4,6,Y,N,N,1.0,$444.9K
Riverside Park,2165.0,sqft,5355.0,3,2.0,2.0,1996.0,Yes,2,10,Y,Y,N,7.0,438500.0
Northgate,1817.0,sqft,5058.0,2,1.5,2.0,1978.0,No,4,4,Y,N,N,5.0,148300.0
Brookhaven,967.0,sqft,1918.0,2,1.0,2.5,1964.0,No,2,9,Y,Y,N,5.0,$204.0K
Riverside Park,1776.0,sqft,5526.0,3,2.5,2.0,2009.0,No,5,5,Y,N,N,8.0,364800.0
Cedar Falls,3054.0,sqft,6008.0,5,4.0,2.5,1956.0,Yes,4,3,Y,N,N,9.0,388000.0
Cedar Falls,2786.0,sqft,10570.0,3,2.0,3.0,2023.0,No,3,5,Y,N,N,6.0,$343.5K
Old Mill District,2628.0,sqft,8432.0,4,4.5,1.0,1935.0,Yes,3,9,Y,Y,N,8.0,$612.6K
Maple Grove,1764.0,sqft,6465.0,2,1.5,2.0,1945.0,No,5,9,N,Y,N,4.0,219200.0
Maple Grove,2599.0,sqft,8214.0,4,3.0,1.0,1952.0,No,3,6,Y,Y,N,6.0,382500.0
Northgate,1273.0,sqft,2802.0,2,1.0,2.0,1998.0,Yes,4,9,Y,N,Y,6.0,$139.2K
Harbor Point,1803.0,sqft,4811.0,3,2.5,2.5,1988.0,Yes,3,5,Y,N,N,8.0,$585.5K
Brookhaven,2664.0,sqft,9882.0,3,2.5,2.5,2011.0,No,4,6,Y,Y,N,7.0,698500.0
Brookhaven,1554.0,sqft,5328.0,2,2.0,1.0,2023.0,No,2,9,N,Y,N,6.0,336100.0
Sunridge,172.5,sqm,2686.0,4,3.0,1.0,1954.0,No,3,8,N,N,N,7.0,$171.2K
Northgate,1567.0,sqft,4158.0,3,3.0,3.0,2000.0,No,3,7,Y,N,N,7.0,179000.0
Cedar Falls,2338.0,sqft,5278.0,4,3.0,2.0,1962.0,No,3,7,Y,N,Y,7.0,253800.0
Harbor Point,2735.0,sqft,7303.0,3,2.0,1.0,2005.0,No,3,8,Y,Y,N,5.0,$765.5K
Maple Grove,2914.0,sqft,9161.0,4,3.5,2.0,1980.0,Yes,2,3,N,N,Y,5.0,530200.0
Maple Grove,3005.0,sqft,9399.0,5,3.5,1.0,1923.0,No,1,7,Y,Y,N,3.0,$324.5K
Sunridge,1948.0,sqft,2510.0,4,3.0,3.0,2002.0,No,3,4,N,Y,N,2.0,192100.0
Maple Grove,1493.0,sqft,3150.0,2,1.5,1.0,1984.0,No,4,8,N,Y,N,6.0,$207.9K
Northgate,1865.0,sqft,6661.0,3,2.0,2.0,1953.0,Yes,4,7,N,N,N,7.0,$175.0K
Northgate,1676.0,sqft,6551.0,2,1.5,2.0,,Yes,4,5,N,Y,N,6.0,158800.0
Harbor Point,1509.0,sqft,2508.0,2,1.5,2.0,2006.0,No,3,8,Y,N,N,7.0,$426.0K
Cedar Falls,2776.0,sqft,4580.0,4,3.0,2.5,2021.0,No,5,7,Y,Y,N,7.0,432800.0
Brookhaven,2732.0,sqft,7889.0,5,3.0,1.0,1981.0,No,3,10,Y,N,N,2.0,$498.0K
Brookhaven,1602.0,sqft,5777.0,2,1.0,1.0,2009.0,No,4,4,N,Y,N,5.0,313100.0
Northgate,2940.0,sqft,11457.0,3,1.5,2.0,2013.0,No,4,7,Y,Y,N,7.0,$308.2K
Cedar Falls,2336.0,sqft,4538.0,3,3.0,2.0,2001.0,No,3,5,Y,N,N,7.0,320600.0
Northgate,2195.0,sqft,8525.0,3,2.5,1.0,1967.0,No,2,6,N,N,N,6.0,$170.5K
Cedar Falls,182.1,sqm,7837.0,4,3.5,2.0,1971.0,No,5,8,Y,Y,N,5.0,$239.4K
Northgate,2800.0,sqft,7793.0,4,3.5,2.0,2004.0,No,1,9,Y,Y,N,9.0,264600.0
Riverside Park,2884.0,sqft,6842.0,4,3.5,2.0,2000.0,No,3,4,Y,N,N,6.0,$420.0K
Sunridge,2811.0,sqft,10736.0,4,3.0,2.0,1940.0,No,5,4,Y,N,N,7.0,218200.0
Harbor Point,198.2,sqm,8490.0,3,2.0,1.0,1952.0,No,3,7,N,N,N,3.0,$414.3K
Northgate,195.0,sqm,8227.0,3,3.0,2.0,1973.0,No,5,3,Y,N,N,5.0,166300.0
Northgate,1664.0,sqft,5641.0,3,2.5,1.0,2023.0,No,4,5,N,Y,N,10.0,201700.0
Sunridge,1680.0,sqft,5663.0,3,2.0,1.0,1927.0,No,2,3,Y,N,N,5.0,136100.0
Cedar Falls,2509.0,sqft,9635.0,4,3.0,2.0,1959.0,No,2,5,Y,Y,N,6.0,$277.8K
Maple Grove,1357.0,sqft,4906.0,3,2.5,1.5,1965.0,No,3,4,Y,N,N,6.0,167100.0
Old Mill District,2214.0,sqft,6655.0,3,1.5,1.0,1935.0,Yes,1,9,Y,N,N,4.0,$447.0K
Old Mill District,1740.0,sqft,5592.0,2,1.5,1.0,1932.0,No,4,9,N,Y,N,5.0,$406.5K
Sunridge,1479.0,sqft,4676.0,3,2.0,2.0,1950.0,No,5,5,N,Y,N,7.0,$139.4K
Brookhaven,2364.0,sqft,6668.0,4,3.5,1.0,1994.0,Yes,4,10,Y,N,N,8.0,$552.5K
Northgate,3188.0,sqft,12389.0,4,3.5,2.0,1928.0,No,3,6,Y,Y,N,,255500.0
Riverside Park,2805.0,sqft,4787.0,5,4.5,2.0,1989.0,No,4,10,N,N,N,5.0,$435.5K
Brookhaven,3214.0,sqft,5955.0,5,3.5,1.0,1947.0,No,3,9,Y,N,N,,485300.0
Cedar Falls,2436.0,sqft,5965.0,4,4.0,1.5,2016.0,No,4,10,N,Y,N,5.0,$328.7K
Brookhaven,2120.0,sqft,7470.0,3,2.0,1.0,2018.0,No,3,4,Y,N,Y,8.0,$428.5K
Old Mill District,2021.0,sqft,6363.0,4,3.0,2.0,1954.0,Yes,4,5,Y,Y,N,5.0,492800.0
Brookhaven,2133.0,sqft,4972.0,4,2.0,2.0,1960.0,Yes,3,6,Y,Y,N,8.0,449000.0
Sunridge,203.4,sqm,8304.0,3,2.0,1.0,1927.0,No,4,10,Y,N,Y,6.0,208400.0
Cedar Falls,1728.0,sqft,4274.0,2,1.0,1.0,1951.0,Yes,3,10,N,Y,N,7.0,$214.4K
Harbor Point,83.1,sqm,2873.0,1,1.0,1.0,1983.0,Yes,3,4,Y,Y,N,7.0,$247.8K
Old Mill District,772.0,sqft,1317.0,1,1.0,1.0,2014.0,No,2,5,N,Y,N,7.0,$228.1K
Sunridge,238.8,sqm,8429.0,4,3.5,1.0,1932.0,No,4,10,Y,Y,Y,6.0,299700.0
Riverside Park,1330.0,sqft,1797.0,1,1.0,2.0,1938.0,No,4,4,Y,Y,N,5.0,187100.0
Old Mill District,1534.0,sqft,5926.0,2,1.5,1.0,1993.0,No,3,8,Y,,N,6.0,376200.0
Maple Grove,1785.0,sqft,4713.0,2,1.0,1.5,1944.0,No,5,7,N,Y,N,9.0,246800.0
Cedar Falls,1013.0,sqft,2618.0,1,1.0,2.0,1990.0,No,1,10,Y,Y,N,7.0,146200.0
Maple Grove,2752.0,sqft,3847.0,5,4.0,2.0,1992.0,Yes,4,6,Y,N,N,5.0,$461.2K
Maple Grove,1441.0,sqft,5027.0,3,1.0,3.0,1924.0,No,3,3,Y,Y,N,5.0,187700.0
Old Mill District,113.8,sqm,3962.0,1,1.0,2.0,1952.0,Yes,3,7,Y,Y,N,,$303.0K
Old Mill District,261.1,sqm,6569.0,5,4.5,1.5,1927.0,No,4,6,Y,N,N,6.0,611900.0
Harbor Point,1089.0,sqft,4347.0,2,1.0,1.0,2020.0,No,4,4,Y,Y,N,5.0,$335.7K
Cedar Falls,1798.0,sqft,5213.0,3,2.5,2.0,2019.0,No,5,5,Y,Y,N,8.0,$312.2K
Old Mill District,1384.0,sqft,4856.0,1,1.0,1.0,1924.0,No,3,3,Y,Y,N,4.0,265400.0
Northgate,1160.0,sqft,4268.0,1,1.0,1.0,2023.0,No,3,6,Y,Y,N,6.0,128600.0
Sunridge,200.1,sqm,2889.0,3,1.5,1.0,1937.0,No,2,3,Y,Y,N,6.0,199500.0
Riverside Park,587.0,sqft,2317.0,2,1.5,1.5,1953.0,No,4,7,N,Y,N,5.0,$73.4K
Brookhaven,1870.0,sqft,4740.0,3,2.5,2.0,1960.0,No,3,8,Y,N,N,6.0,410900.0
Harbor Point,139.3,sqm,4788.0,2,1.5,1.0,1942.0,Yes,4,4,Y,N,N,8.0,$322.0K
Northgate,1841.0,sqft,3727.0,3,2.0,2.5,1970.0,Yes,4,10,Y,Y,N,6.0,$147.4K
Riverside Park,1386.0,sqft,4441.0,3,2.5,2.5,1999.0,No,5,5,Y,Y,N,6.0,278800.0
Northgate,173.7,sqm,6339.0,2,1.0,2.0,1948.0,No,4,9,N,Y,N,7.0,$164.8K
Riverside Park,2509.0,sqft,7365.0,5,3.5,1.5,1965.0,Yes,3,6,Y,Y,N,8.0,451900.0
Old Mill District,2173.0,sqft,3403.0,5,4.5,2.0,,No,3,9,Y,Y,N,5.0,$589.4K
Sunridge,2660.0,sqft,7199.0,3,2.0,2.5,1968.0,No,2,4,Y,N,N,3.0,$199.5K
Harbor Point,2528.0,sqft,9396.0,4,3.0,1.5,1936.0,No,3,5,N,N,N,7.0,$545.0K
Brookhaven,1249.0,sqft,2265.0,3,3.0,2.0,1948.0,No,4,9,Y,Y,N,,231300.0
Sunridge,1729.0,sqft,6805.0,3,2.0,2.0,1926.0,No,2,8,N,N,N,7.0,$164.8K
Harbor Point,728.0,sqft,955.0,1,1.5,1.0,1931.0,No,1,9,N,N,N,6.0,162400.0
Maple Grove,1905.0,sqft,4275.0,3,3.0,2.5,1943.0,No,3,8,Y,Y,N,2.0,$239.5K
Cedar Falls,905.0,sqft,2017.0,1,1.5,2.0,2023.0,No,4,5,N,N,N,7.0,115200.0
Old Mill District,2811.0,sqft,5436.0,4,4.5,1.0,1920.0,Yes,2,5,Y,N,N,8.0,$672.7K
Brookhaven,2570.0,sqft,5689.0,5,3.5,2.0,1959.0,No,3,5,N,N,N,6.0,$460.1K
Harbor Point,203.7,sqm,3909.0,3,1.5,1.0,2001.0,No,3,8,Y,Y,N,5.0,785600.0
Sunridge,1926.0,sqft,2915.0,1,1.0,3.0,1932.0,No,5,9,Y,Y,N,3.0,157000.0
Riverside Park,1174.0,sqft,1929.0,2,2.0,1.0,1973.0,No,3,7,Y,N,N,6.0,$201.3K
Cedar Falls,589.0,sqft,1409.0,1,1.5,2.0,1977.0,Yes,3,7,Y,N,N,7.0,$79.8K
Cedar Falls,2651.0,sqft,8053.0,4,3.0,2.5,1958.0,No,5,10,N,N,N,7.0,$336.7K
Cedar Falls,1141.0,sqft,3608.0,3,1.5,2.5,1999.0,No,5,8,Y,Y,N,4.0,174000.0
Sunridge,155.5,sqm,3614.0,2,1.0,2.0,1940.0,Yes,3,10,N,N,N,8.0,170000.0
Riverside Park,1834.0,sqft,5721.0,3,2.5,3.0,1982.0,No,2,10,Y,N,N,7.0,$330.9K
Brookhaven,1801.0,sqft,2967.0,3,2.5,1.0,2009.0,Yes,4,4,Y,N,N,7.0,400500.0
Cedar Falls,237.7,sqm,6152.0,5,3.5,1.5,2014.0,No,2,4,N,N,Y,6.0,349600.0
Maple Grove,2341.0,sqft,8834.0,3,2.0,1.0,2007.0,No,4,7,N,N,N,6.0,331300.0
Old Mill District,1733.0,sqft,5240.0,3,2.0,1.0,1961.0,No,3,9,Y,Y,N,8.0,$421.4K
Riverside Park,2121.0,sqft,3521.0,3,2.0,1.0,1988.0,No,4,7,Y,N,N,6.0,302200.0
Sunridge,109.1,sqm,4052.0,2,1.0,1.0,1946.0,No,3,9,Y,Y,N,4.0,$112.8K
Riverside Park,953.0,sqft,2931.0,2,2.0,2.0,1991.0,Yes,1,9,Y,N,N,4.0,$172.0K
Sunridge,1775.0,sqft,3767.0,3,2.0,1.0,1935.0,No,5,9,N,Y,N,6.0,161500.0
Old Mill District,2556.0,sqft,9462.0,5,3.0,2.0,1940.0,No,3,3,N,Y,N,6.0,$492.9K
Maple Grove,1505.0,sqft,5252.0,3,3.5,3.0,1981.0,Yes,2,10,Y,N,N,2.0,215400.0
Northgate,2235.0,sqft,8007.0,3,1.5,2.0,2001.0,No,5,7,N,N,N,4.0,215000.0
Northgate,2971.0,sqft,10621.0,5,4.0,1.0,1994.0,No,2,6,N,N,N,6.0,331000.0
Harbor Point,1701.0,sqft,4603.0,3,2.0,2.5,1960.0,Yes,5,8,Y,N,N,5.0,$503.4K
Cedar Falls,1182.0,sqft,3344.0,3,2.0,2.0,1981.0,No,3,7,Y,N,N,7.0,158300.0
Sunridge,2268.0,sqft,6499.0,3,2.5,3.0,1940.0,No,2,10,Y,N,N,5.0,195700.0
Maple Grove,2452.0,sqft,3090.0,4,2.0,2.0,1974.0,No,1,5,Y,N,N,6.0,$329.3K
Sunridge,202.8,sqm,6048.0,3,1.5,2.0,2007.0,No,2,8,N,N,N,6.0,224300.0
Cedar Falls,84.3,sqm,3283.0,1,1.0,2.0,2019.0,No,3,5,Y,Y,N,4.0,$136.7K
Maple Grove,2538.0,sqft,7076.0,4,3.0,1.0,1934.0,Yes,1,5,N,Y,Y,7.0,344600.0
Cedar Falls,195.2,sqm,7377.0,3,2.0,1.5,1983.0,No,5,6,Y,N,N,7.0,$298.5K
Cedar Falls,2312.0,sqft,8399.0,5,4.5,2.0,1994.0,No,5,4,Y,,N,3.0,296800.0
Old Mill District,1573.0,sqft,4460.0,2,2.0,1.0,1975.0,Yes,4,9,Y,Y,N,7.0,$402.7K
Harbor Point,2167.0,sqft,8354.0,4,3.5,1.5,2022.0,No,5,4,N,Y,N,4.0,$659.7K
Cedar Falls,1247.0,sqft,4549.0,3,2.5,1.0,2004.0,No,4,8,Y,Y,N,8.0,224300.0
Riverside Park,1890.0,sqft,5172.0,3,2.5,2.0,2023.0,No,4,4,Y,N,N,8.0,442000.0
Riverside Park,1023.0,sqft,3284.0,2,1.5,1.5,1994.0,No,4,5,N,Y,N,7.0,$151.5K
Cedar Falls,231.6,sqm,9764.0,5,4.0,2.0,1977.0,No,3,10,Y,N,N,2.0,318800.0
Old Mill District,877.0,sqft,2658.0,2,1.0,2.5,1946.0,Yes,5,10,N,N,N,6.0,$214.1K
Harbor Point,94.9,sqm,1461.0,3,2.0,1.0,1953.0,Yes,3,3,Y,Y,N,4.0,$242.1K
Harbor Point,856.0,sqft,2813.0,1,1.5,2.0,1930.0,Yes,1,7,Y,N,N,6.0,$233.0K
Cedar Falls,2168.0,sqft,7539.0,3,3.0,3.0,1934.0,Yes,4,9,Y,Y,N,8.0,$269.4K
